event_id,random_seed,sim_natural_frequency,sim_amplitude,sim_damping_ratio,sim_impact_strength,sim_noise_level,sim_optical_noise,sim_sampling_rate,sim_duration,vibration_mean,vibration_std,vibration_rms,vibration_variance,vibration_peak,vibration_peak_to_peak,vibration_crest_factor,vibration_kurtosis,vibration_skewness,vibration_zero_crossing_rate,vibration_energy,dominant_frequency,dominant_frequency_amplitude,spectral_energy,spectral_centroid,spectral_bandwidth,spectral_peak_count,optical_displacement_max,optical_displacement_rms,optical_displacement_mean,optical_displacement_std,optical_velocity_max,optical_velocity_rms,optical_acceleration_max,optical_acceleration_rms,optical_dominant_frequency,optical_frequency_amplitude,optical_rotation_max,optical_rotation_rms,vibration_optical_correlation,cross_correlation_max,cross_correlation_lag_seconds,scenario
warning_01577,1177192261,4.233214,1.987064,0.036127,2.218222,0.049525,0.018183,100.000000,10.000000,0.000000,0.641438,0.641438,0.411443,12.251824,15.181074,19.100546,137.130368,6.839198,0.155155,411.443251,4.200000,0.303801,0.460788,18.471311,13.761735,1.000000,4.168653,0.716167,0.369214,0.613657,103.596549,17.965684,3248.488025,489.993511,4.200000,0.443212,0.322500,0.057601,-0.736565,-0.736565,0.000000,WARNING
warning_01578,1716297969,4.351635,1.486141,0.032034,3.402413,0.057445,0.022276,100.000000,10.000000,-0.000000,0.890789,0.890789,0.793506,18.955287,22.508741,21.279204,208.122673,9.737274,0.114114,793.505581,4.400000,0.693264,4.076505,19.993155,13.674330,1.000000,4.619587,0.866956,0.472785,0.726696,120.453489,22.435966,3732.645518,624.036748,4.400000,0.922719,0.382500,0.069911,-0.654418,-0.654418,0.000000,WARNING
warning_01579,242595333,4.444031,1.904374,0.038625,3.527253,0.050072,0.015313,100.000000,10.000000,0.000000,1.056430,1.056430,1.116045,20.676200,25.642940,19.571761,151.087097,7.416257,0.150150,1116.044840,4.500000,0.459771,0.912975,18.560866,13.724984,1.000000,6.136548,1.039968,0.493593,0.915369,163.742741,27.667434,5372.763234,790.337425,4.500000,0.576268,0.495000,0.083247,-0.742791,-0.742791,0.000000,WARNING
warning_01580,1290066266,4.038506,1.587848,0.039603,2.531719,0.066895,0.017860,100.000000,10.000000,-0.000000,0.604084,0.604084,0.364918,13.349268,15.682552,22.098355,241.813183,10.950814,0.174174,364.917733,4.000000,0.267646,0.303382,18.951777,13.839827,2.000000,3.779033,0.664080,0.368503,0.552456,86.183842,15.725670,2612.964294,409.315493,4.000000,0.427753,0.315000,0.053760,-0.624920,-0.624920,0.000000,WARNING
warning_01581,636606284,4.391762,1.137896,0.026588,1.847615,0.052257,0.016837,100.000000,10.000000,-0.000000,0.473043,0.473043,0.223769,10.527662,12.129697,22.255214,248.063326,11.255504,0.186186,223.769218,4.400000,0.334573,0.547727,19.791321,13.736066,1.000000,2.144391,0.448407,0.288647,0.343151,53.376897,11.226968,1719.891636,313.310878,4.400000,0.446467,0.182500,0.036467,-0.596893,-0.603709,0.010000,WARNING
warning_01582,464620317,4.630520,1.692151,0.026908,3.402360,0.047123,0.020183,100.000000,10.000000,-0.000000,1.122485,1.122485,1.259973,21.387221,26.134208,19.053451,135.034517,6.944242,0.128128,1259.973465,4.600000,0.901253,4.320957,19.334347,13.679181,1.000000,5.717263,1.047306,0.557973,0.886293,152.066292,28.721199,5170.138489,846.354070,4.600000,1.090020,0.452500,0.083713,-0.757625,-0.757625,0.000000,WARNING
warning_01583,1106811231,4.146545,2.186882,0.027617,3.644159,0.067374,0.024041,100.000000,10.000000,0.000000,1.177013,1.177013,1.385361,19.076991,24.266510,16.207965,72.221035,4.094747,0.109109,1385.360517,4.200000,0.891307,2.978614,17.745310,13.766336,1.000000,7.737383,1.499388,0.795958,1.270675,184.397083,37.156111,5459.066387,984.059358,4.200000,1.296910,0.625000,0.119371,-0.801659,-0.801659,0.000000,WARNING
warning_01584,889114265,4.361919,2.385339,0.043311,1.931026,0.079416,0.025495,100.000000,10.000000,0.000000,0.625094,0.625094,0.390743,10.148623,13.506893,16.235353,75.378277,3.851670,0.156156,390.742648,4.400000,0.507160,2.208674,18.888137,13.690787,1.000000,4.114325,0.731517,0.439780,0.584559,108.306130,18.419215,3537.648450,520.687631,4.400000,0.685562,0.315000,0.059294,-0.759733,-0.759733,0.000000,WARNING
warning_01585,1365179698,4.357146,2.143598,0.034190,2.498886,0.066461,0.024557,100.000000,10.000000,-0.000000,0.820288,0.820288,0.672873,13.861122,17.680685,16.897871,85.563607,4.656515,0.152152,672.872513,4.400000,0.735983,3.300235,18.779330,13.706927,1.000000,4.825969,0.928149,0.509409,0.775864,127.457533,24.142214,4113.568182,676.036831,4.400000,0.983427,0.375000,0.074681,-0.790357,-0.790357,0.000000,WARNING
warning_01586,682117330,4.553994,1.371891,0.039724,2.855080,0.083921,0.023877,100.000000,10.000000,0.000000,0.771141,0.771141,0.594659,16.738034,19.968953,21.705533,225.458957,10.325223,0.164164,594.658981,4.600000,0.405267,1.531566,19.926303,13.686458,1.000000,3.911747,0.701354,0.413284,0.566651,106.098369,18.034283,3394.626621,522.371351,4.500000,0.506245,0.300000,0.057242,-0.609957,-0.609957,0.000000,WARNING
warning_01587,1767971610,4.451350,2.197734,0.033366,2.639344,0.084007,0.016630,100.000000,10.000000,-0.000000,0.876571,0.876571,0.768377,14.921844,19.127315,17.022972,88.014774,4.752953,0.142142,768.376758,4.500000,0.525782,1.313490,18.063416,13.702681,2.000000,5.232832,0.952939,0.529830,0.792069,135.847368,25.111084,4433.980781,710.618894,4.400000,0.681752,0.410000,0.076081,-0.788819,-0.788819,0.000000,WARNING
warning_01588,167736496,4.575839,1.094127,0.038411,1.827541,0.070944,0.018865,100.000000,10.000000,0.000000,0.442609,0.442609,0.195903,10.999908,12.589927,24.852432,385.938128,15.734736,0.185185,195.902666,4.500000,0.158400,0.282303,20.461250,13.664636,4.000000,1.770174,0.328930,0.218724,0.245673,47.845591,8.188453,1662.574214,242.126685,4.500000,0.206562,0.155000,0.027897,-0.473914,-0.479393,0.010000,WARNING
warning_01589,1850871863,4.388041,2.139940,0.024848,2.996346,0.072502,0.022388,100.000000,10.000000,0.000000,1.147915,1.147915,1.317708,16.776003,21.492094,14.614328,48.034358,2.988229,0.099099,1317.708348,4.400000,1.362091,6.822841,18.536710,13.701822,1.000000,6.095198,1.344679,0.825058,1.061809,162.203055,35.432459,5189.530464,980.662812,4.400000,1.811984,0.505000,0.107712,-0.850989,-0.850989,0.000000,WARNING
warning_01590,64069680,4.271076,2.023270,0.045433,1.702031,0.077484,0.020064,100.000000,10.000000,0.000000,0.502596,0.502596,0.252603,8.824112,11.450526,17.557064,99.617720,5.059030,0.127127,252.602859,4.300000,0.326388,0.669728,19.064228,13.728690,1.000000,3.376709,0.587186,0.349859,0.471579,86.577664,14.738804,2760.213606,404.233981,4.300000,0.455791,0.282500,0.047543,-0.745451,-0.745451,0.000000,WARNING
warning_01591,1580324076,4.743999,2.653865,0.042242,2.244198,0.087681,0.021290,100.000000,10.000000,-0.000000,0.915461,0.915461,0.838069,13.379878,18.241139,14.615454,51.763842,2.748377,0.125125,838.068851,4.700000,0.479922,1.295409,17.165978,13.353998,3.000000,5.638659,0.940945,0.536739,0.772845,152.814615,26.061293,5161.157479,784.071771,4.700000,0.572522,0.460000,0.075640,-0.835266,-0.835266,0.000000,WARNING
warning_01592,744057246,4.562857,1.178198,0.039987,2.232505,0.064362,0.019215,100.000000,10.000000,-0.000000,0.562984,0.562984,0.316951,13.338531,15.440454,23.692546,318.785742,13.556831,0.135135,316.951274,4.700000,0.299068,0.956763,20.453117,13.660995,2.000000,2.552777,0.479782,0.325082,0.352863,66.175711,11.656095,2250.416691,341.504356,4.500000,0.383533,0.200000,0.039587,-0.511151,-0.511151,0.000000,WARNING
warning_01593,823205125,4.521334,1.873477,0.023241,2.611145,0.075581,0.019902,100.000000,10.000000,-0.000000,0.994187,0.994187,0.988408,15.001393,19.007121,15.089101,54.084495,3.325472,0.104104,988.408417,4.500000,1.045531,3.309080,18.070518,13.705065,1.000000,4.951675,1.097052,0.682320,0.859048,131.653060,29.515897,4226.840061,840.337509,4.500000,1.325388,0.402500,0.088289,-0.830590,-0.830590,0.000000,WARNING
warning_01594,40875520,4.068851,2.484783,0.030289,3.467835,0.084286,0.019536,100.000000,10.000000,0.000000,1.204243,1.204243,1.450202,19.347070,24.960598,16.065749,70.690077,3.981456,0.116116,1450.201848,4.100000,1.270181,8.262553,18.486949,13.776258,1.000000,8.412858,1.572397,0.861016,1.315707,201.357651,38.682181,6137.832107,1013.734980,4.100000,1.914371,0.682500,0.126168,-0.841253,-0.841253,0.000000,WARNING
warning_01595,1507748300,4.327839,2.359226,0.040551,2.168299,0.077575,0.024284,100.000000,10.000000,0.000000,0.692530,0.692530,0.479597,12.152521,15.821856,17.548017,99.608114,5.042276,0.124124,479.597242,4.500000,0.495091,1.759542,18.829828,13.695642,2.000000,4.525309,0.780950,0.444850,0.641866,117.517047,19.885777,3948.151715,560.261155,4.300000,0.626874,0.360000,0.063140,-0.771373,-0.771373,0.000000,WARNING
warning_01596,355382252,3.984646,1.271832,0.033634,1.736527,0.078354,0.019391,100.000000,10.000000,-0.000000,0.377334,0.377334,0.142381,8.947683,10.257543,23.712915,319.763329,13.666722,0.141141,142.380765,4.000000,0.261977,0.658196,20.701842,13.691905,1.000000,2.180208,0.396709,0.266996,0.293413,46.526157,8.821002,1407.029882,229.752770,4.000000,0.426982,0.182500,0.032647,-0.501952,-0.510660,0.010000,WARNING
warning_01597,1415528387,4.262268,1.235345,0.026404,3.300143,0.060877,0.018722,100.000000,10.000000,0.000000,0.807268,0.807268,0.651682,18.460710,21.172122,22.868131,276.849505,12.264452,0.123123,651.681603,4.200000,0.480851,1.093257,19.731617,13.790307,1.000000,3.669643,0.744574,0.414747,0.618366,96.397611,19.045272,2942.554235,518.210181,4.200000,0.709855,0.305000,0.059875,-0.611435,-0.611435,0.000000,WARNING
warning_01598,1557319322,4.335845,2.511540,0.025851,2.853797,0.084423,0.019323,100.000000,10.000000,-0.000000,1.193253,1.193253,1.423852,15.787249,21.136395,13.230433,34.431327,2.096679,0.105105,1423.851874,4.300000,1.133064,4.377982,17.112233,13.624869,1.000000,6.942884,1.479122,0.856188,1.206127,182.230015,38.513621,5722.466148,1057.341480,4.300000,1.558643,0.562500,0.118026,-0.875515,-0.875515,0.000000,WARNING
warning_01599,1815136115,4.288179,2.407108,0.023602,3.038920,0.065212,0.017752,100.000000,10.000000,0.000000,1.204417,1.204417,1.450621,15.704906,20.825773,13.039421,32.357192,2.051081,0.091091,1450.621396,4.300000,0.976399,2.882709,16.424762,13.590349,1.000000,7.004187,1.527925,0.871914,1.254719,182.294712,39.500827,5742.613476,1070.947915,4.300000,1.365546,0.575000,0.121589,-0.869362,-0.869362,0.000000,WARNING
warning_01600,1520614348,4.360850,1.800467,0.037158,3.177392,0.046798,0.019004,100.000000,10.000000,-0.000000,0.869121,0.869121,0.755371,17.816227,21.772075,20.499142,180.527570,8.573029,0.166166,755.370674,4.400000,0.620330,3.288141,19.675511,13.654784,1.000000,5.166036,0.863025,0.406549,0.761269,131.690229,22.456210,4227.902197,628.813212,4.300000,0.838165,0.407500,0.068940,-0.693339,-0.693339,0.000000,WARNING
warning_01601,647466840,4.089383,1.019879,0.042313,2.077800,0.069752,0.014121,100.000000,10.000000,0.000000,0.436268,0.436268,0.190330,11.189534,12.546398,25.648290,438.240227,17.405270,0.165165,190.329956,4.200000,0.183309,0.342968,20.712868,13.704028,4.000000,2.203613,0.369572,0.237530,0.283131,48.510507,8.503773,1469.831511,226.299782,4.200000,0.256621,0.172500,0.030541,-0.422872,-0.442809,0.010000,WARNING
warning_01602,1586089301,4.623479,2.613531,0.047647,1.635913,0.089303,0.021860,100.000000,10.000000,0.000000,0.560740,0.560740,0.314430,8.818644,12.132828,15.726787,68.376407,3.418552,0.132132,314.429742,4.600000,0.291785,0.629596,18.267211,13.489191,11.000000,4.055460,0.604164,0.371381,0.476540,101.707546,15.652748,3374.339499,461.594272,4.600000,0.358006,0.327500,0.048917,-0.752460,-0.752460,0.000000,WARNING
warning_01603,1773714803,4.642230,1.180495,0.041989,3.048596,0.048697,0.018332,100.000000,10.000000,-0.000000,0.761150,0.761150,0.579349,18.356732,21.242973,24.117103,342.455447,14.302889,0.199199,579.349289,4.600000,0.243985,0.423545,19.983304,13.694693,1.000000,3.398277,0.576020,0.336104,0.467796,89.843531,14.979683,3038.221961,444.052477,4.600000,0.300609,0.295000,0.047044,-0.509226,-0.517507,0.010000,WARNING
warning_01604,681081248,4.291482,1.695739,0.023777,2.356431,0.080290,0.015813,100.000000,10.000000,-0.000000,0.744573,0.744573,0.554389,13.364788,16.279239,17.949593,105.768023,5.769287,0.115115,554.389386,4.300000,0.855482,3.048734,19.517501,13.758838,1.000000,3.768853,0.834190,0.537785,0.637700,100.246316,21.511897,3161.088935,586.715840,4.300000,1.185807,0.302500,0.067076,-0.777735,-0.777735,0.000000,WARNING
warning_01605,266667876,4.675215,1.408448,0.030065,2.620895,0.057424,0.020197,100.000000,10.000000,-0.000000,0.776198,0.776198,0.602483,15.878802,19.073892,20.457157,178.083411,8.584874,0.131131,602.483122,4.700000,0.510327,1.947463,19.706906,13.676391,1.000000,3.856157,0.689782,0.378566,0.576617,100.547653,18.736571,3324.121907,553.754412,4.600000,0.602401,0.300000,0.055684,-0.674137,-0.674137,0.000000,WARNING
warning_01606,1911302229,4.350166,1.553356,0.032972,3.617504,0.074668,0.018537,100.000000,10.000000,0.000000,0.970659,0.970659,0.942179,20.403560,24.382348,21.020316,198.462965,9.364349,0.109109,942.179029,4.400000,0.689878,2.831513,19.787553,13.716840,1.000000,5.206730,0.952475,0.507180,0.806212,136.497179,24.735588,4296.953575,687.525309,4.400000,0.912741,0.437500,0.076847,-0.679645,-0.679645,0.000000,WARNING
warning_01607,317698642,4.148221,1.774057,0.028073,2.290594,0.061203,0.020517,100.000000,10.000000,0.000000,0.668064,0.668064,0.446310,12.055805,14.756658,18.045872,108.671479,5.828423,0.113113,446.310076,4.200000,0.599827,1.546819,18.999636,13.826554,1.000000,4.107129,0.834108,0.506469,0.662741,100.176900,20.144713,2967.478015,531.940046,4.200000,0.878984,0.325000,0.067159,-0.734855,-0.734855,0.000000,WARNING
warning_01608,1275241390,4.696422,1.082546,0.043535,2.510683,0.058436,0.018645,100.000000,10.000000,-0.000000,0.617410,0.617410,0.381196,15.703137,17.908653,25.433871,424.171655,16.932892,0.206206,381.195613,4.700000,0.224157,0.723244,20.805698,13.576334,2.000000,2.643985,0.394148,0.212962,0.331662,67.552687,10.452747,2404.545078,315.851455,4.700000,0.260442,0.217500,0.032516,-0.469831,-0.469831,0.000000,WARNING
warning_01609,507408442,4.695596,1.930397,0.038974,2.483686,0.098843,0.020482,100.000000,10.000000,-0.000000,0.874881,0.874881,0.765417,15.373351,19.449752,17.571933,98.660288,5.293397,0.129129,765.416832,4.700000,0.503324,1.007275,17.788797,13.532343,2.000000,4.601723,0.837860,0.478476,0.687801,120.383385,23.198194,4318.342336,693.614913,4.700000,0.588241,0.375000,0.067429,-0.780547,-0.780547,0.000000,WARNING
warning_01610,270639507,4.701648,1.939575,0.028697,3.124461,0.078479,0.014973,100.000000,10.000000,0.000000,1.080961,1.080961,1.168476,18.240433,23.435854,16.874277,84.838739,4.593730,0.138138,1168.476481,4.700000,0.931344,3.860116,18.786626,13.631280,1.000000,6.037284,1.065284,0.583387,0.891342,154.490513,29.225277,5150.921554,870.079977,4.700000,1.092389,0.472500,0.084365,-0.767788,-0.767788,0.000000,WARNING
warning_01611,1667338801,4.409636,1.819516,0.047825,3.173832,0.045601,0.024854,100.000000,10.000000,-0.000000,0.821699,0.821699,0.675189,17.308927,21.331275,21.064800,201.397204,9.208167,0.173173,675.189375,4.500000,0.343547,0.814071,19.327581,13.709911,1.000000,5.015152,0.805485,0.408060,0.694473,132.909379,20.752026,4592.738857,594.040310,4.500000,0.436569,0.412500,0.065513,-0.637592,-0.655818,0.010000,WARNING
warning_01612,308633474,4.553230,1.842385,0.046708,2.308388,0.091346,0.025776,100.000000,10.000000,-0.000000,0.638619,0.638619,0.407834,13.421002,16.356770,21.015664,198.050479,9.171535,0.139139,407.834215,4.600000,0.425873,1.435580,20.052117,13.585619,1.000000,3.718325,0.593514,0.373996,0.460854,89.453171,15.147658,3075.223694,448.253983,4.600000,0.521086,0.302500,0.048969,-0.628964,-0.628964,0.000000,WARNING
warning_01613,1439299038,4.136564,2.270125,0.027622,3.097278,0.075657,0.025558,100.000000,10.000000,0.000000,1.074313,1.074313,1.154148,16.769551,21.389847,15.609560,62.102854,3.652292,0.106106,1154.148219,4.100000,1.113705,6.413649,18.492112,13.757865,1.000000,6.644945,1.373288,0.802979,1.114066,164.142514,34.453541,4955.445505,912.610391,4.100000,1.702002,0.550000,0.110144,-0.835868,-0.835868,0.000000,WARNING
warning_01614,1488411094,4.568231,2.236752,0.040325,3.771447,0.073117,0.024428,100.000000,10.000000,0.000000,1.232867,1.232867,1.519960,21.485206,28.325665,17.427032,98.363448,4.941586,0.134134,1519.960092,4.600000,0.600641,1.996687,18.195093,13.626268,2.000000,8.153560,1.260319,0.595607,1.110700,212.629683,34.104581,7036.319708,997.281151,4.500000,0.737540,0.652500,0.100978,-0.772271,-0.772271,0.000000,WARNING
warning_01615,129338651,4.084529,1.760511,0.046962,3.589014,0.054635,0.025704,100.000000,10.000000,-0.000000,0.857013,0.857013,0.734471,18.609106,22.431671,21.713914,226.185053,10.234131,0.147147,734.471296,4.100000,0.332808,0.760388,19.295660,13.776973,1.000000,6.048024,0.940608,0.467291,0.816322,138.197327,22.691552,4132.786284,602.788325,4.100000,0.513005,0.485000,0.075968,-0.624882,-0.631919,0.010000,WARNING
warning_01616,371394275,4.727169,2.482496,0.024660,3.300401,0.070856,0.017715,100.000000,10.000000,-0.000000,1.600311,1.600311,2.560994,19.071996,26.868247,11.917685,25.069094,1.433018,0.111111,2560.993723,4.700000,1.204884,4.771617,16.266478,13.373790,1.000000,8.807111,1.702986,0.923386,1.430915,240.170655,48.074256,7855.877743,1427.914153,4.700000,1.385538,0.710000,0.135373,-0.892655,-0.892655,0.000000,WARNING
warning_01617,1705882651,4.341917,2.087787,0.044658,2.262020,0.099011,0.017972,100.000000,10.000000,0.000000,0.695610,0.695610,0.483874,12.508520,16.043338,17.982075,109.121358,5.646189,0.132132,483.873942,4.300000,0.409150,0.625373,17.933735,13.645858,2.000000,4.493321,0.755066,0.427923,0.622098,113.836285,19.618597,3717.498879,550.632702,4.300000,0.577315,0.352500,0.060800,-0.757930,-0.757930,0.000000,WARNING
warning_01618,1089402780,4.474979,1.758451,0.039305,2.452905,0.065509,0.020294,100.000000,10.000000,0.000000,0.693190,0.693190,0.480513,14.067268,17.425585,20.293517,173.992450,8.240384,0.189189,480.512687,4.400000,0.280700,0.613504,19.121933,13.671212,3.000000,4.024706,0.673001,0.361757,0.567505,108.649567,17.509380,3600.551819,504.534101,4.400000,0.372545,0.332500,0.054535,-0.681079,-0.681079,0.000000,WARNING
warning_01619,260601269,4.681955,2.051550,0.024138,3.123238,0.084210,0.022275,100.000000,10.000000,0.000000,1.281145,1.281145,1.641333,19.184597,24.772641,14.974567,53.256001,3.201388,0.128128,1641.333499,4.700000,1.397298,8.860534,18.564944,13.644963,1.000000,6.647158,1.318104,0.775396,1.065907,174.048729,36.471501,5954.228838,1079.512273,4.700000,1.623065,0.525000,0.105240,-0.836831,-0.836831,0.000000,WARNING
warning_01620,2129819468,4.736569,1.544821,0.022175,3.395632,0.051727,0.020136,100.000000,10.000000,0.000000,1.140012,1.140012,1.299627,20.639836,25.141064,18.104933,109.850760,5.907803,0.148148,1299.626807,4.700000,1.140290,6.984122,19.410811,13.646301,1.000000,5.335461,1.071227,0.611207,0.879746,142.121241,29.686010,4626.829298,885.603143,4.700000,1.344607,0.440000,0.085834,-0.743704,-0.743704,0.000000,WARNING
warning_01621,569057732,4.660968,1.422949,0.029065,2.841175,0.077034,0.024899,100.000000,10.000000,0.000000,0.814455,0.814455,0.663337,16.772220,20.144010,20.593188,182.656764,8.764602,0.150150,663.336598,4.600000,0.538115,1.914975,19.628627,13.666116,1.000000,4.101104,0.750511,0.433359,0.612754,107.246659,19.765262,3489.909351,581.890113,4.600000,0.671909,0.322500,0.060339,-0.640300,-0.640300,0.000000,WARNING
warning_01622,8606265,4.491558,2.436091,0.037725,2.867007,0.091914,0.023392,100.000000,10.000000,-0.000000,1.053364,1.053364,1.109576,17.374471,23.006934,16.494266,80.155627,4.158317,0.113113,1109.576471,4.400000,0.835873,4.754404,18.593468,13.605028,1.000000,7.099223,1.133781,0.599222,0.962493,180.063890,30.264289,6034.966592,870.649102,4.400000,1.096114,0.560000,0.090931,-0.821819,-0.821819,0.000000,WARNING
warning_01623,1984631430,4.344982,1.879500,0.039550,2.579139,0.091097,0.020444,100.000000,10.000000,0.000000,0.741446,0.741446,0.549742,14.253767,17.730295,19.224278,139.974807,6.956686,0.136136,549.742412,4.300000,0.617605,1.860056,19.328706,13.687635,1.000000,4.492997,0.794658,0.490760,0.625009,115.623687,20.287882,3737.410600,568.681954,4.300000,0.872844,0.367500,0.063340,-0.710505,-0.710505,0.000000,WARNING
warning_01624,35604852,4.550569,1.926807,0.036010,3.158649,0.063816,0.020577,100.000000,10.000000,-0.000000,0.998505,0.998505,0.997012,18.187269,22.915764,18.214506,114.154237,5.889761,0.170170,997.011577,4.600000,0.709473,2.498787,18.874595,13.717277,1.000000,5.902596,1.009012,0.530265,0.858443,154.551149,27.092115,4979.872874,787.339743,4.600000,0.867943,0.477500,0.081423,-0.747965,-0.747965,0.000000,WARNING
warning_01625,1188328024,4.227758,2.213450,0.044036,1.607098,0.068647,0.022813,100.000000,10.000000,0.000000,0.506957,0.506957,0.257006,8.380664,10.887006,16.531301,78.417675,4.310216,0.122122,257.005695,4.300000,0.345265,0.438755,17.613049,13.653719,2.000000,3.530278,0.647025,0.415466,0.496014,84.683375,15.479095,2701.722885,423.652330,4.300000,0.487870,0.280000,0.052618,-0.738813,-0.738813,0.000000,WARNING
warning_01626,2132632899,3.999567,1.994985,0.041118,3.146281,0.060671,0.025193,100.000000,10.000000,0.000000,0.823786,0.823786,0.678623,16.187469,19.879136,19.650093,152.880354,7.532906,0.148148,678.623169,4.000000,0.589194,2.303073,19.228124,13.753774,1.000000,5.901632,1.009765,0.499906,0.877336,134.561307,24.240990,3936.600066,628.020741,4.000000,0.951032,0.477500,0.080956,-0.716707,-0.716707,0.000000,WARNING
warning_01627,1240836143,3.978295,2.660953,0.035798,3.057769,0.059563,0.016904,100.000000,10.000000,0.000000,1.081736,1.081736,1.170152,15.988636,21.104333,14.780540,52.268326,2.966003,0.110110,1170.151790,4.000000,1.043672,4.782476,17.841953,13.815734,1.000000,8.535615,1.538680,0.822448,1.300429,194.423121,36.939819,5654.069811,944.994591,4.000000,1.673968,0.677500,0.122961,-0.852577,-0.852577,0.000000,WARNING
warning_01628,1255502335,4.290431,2.186024,0.034349,3.493497,0.076713,0.024305,100.000000,10.000000,-0.000000,1.102963,1.102963,1.216528,19.434540,24.668315,17.620294,100.649053,5.295089,0.154154,1216.528316,4.300000,0.772167,3.108031,18.550476,13.744825,1.000000,7.021837,1.248911,0.626927,1.080158,181.363634,32.099984,5599.396437,887.906487,4.300000,1.074469,0.542500,0.100134,-0.781546,-0.781546,0.000000,WARNING
warning_01629,833599244,4.528600,1.490240,0.038702,3.081373,0.080982,0.023409,100.000000,10.000000,-0.000000,0.838100,0.838100,0.702411,17.869336,21.443117,21.321254,209.932643,9.744215,0.140140,702.411078,4.500000,0.584144,3.584259,20.135851,13.625626,1.000000,4.402783,0.767329,0.434689,0.632328,112.113211,19.961297,3690.649298,577.201557,4.500000,0.765642,0.357500,0.062425,-0.628315,-0.628315,0.000000,WARNING
warning_01630,272537096,4.230627,1.289125,0.037778,2.978445,0.081108,0.015957,100.000000,10.000000,0.000000,0.705829,0.705829,0.498195,16.319145,18.925935,23.120526,289.321300,12.599616,0.136136,498.195041,4.300000,0.340704,1.019091,20.047763,13.743957,1.000000,3.588485,0.653993,0.341523,0.557735,92.710587,16.464626,2788.893133,447.328349,4.200000,0.511139,0.282500,0.052121,-0.581553,-0.586880,0.010000,WARNING
warning_01631,1229846324,4.229818,2.237256,0.029178,3.648162,0.083662,0.021627,100.000000,10.000000,0.000000,1.266080,1.266080,1.602959,19.824289,25.209152,15.658006,63.248827,3.668617,0.108108,1602.958720,4.200000,0.955216,2.315019,16.964096,13.707657,1.000000,7.700074,1.567820,0.868698,1.305153,192.466144,39.806865,5862.465182,1068.445345,4.200000,1.377954,0.627500,0.125126,-0.829345,-0.829345,0.000000,WARNING
warning_01632,1926941800,4.701271,1.519784,0.035219,2.982029,0.093423,0.022545,100.000000,10.000000,0.000000,0.915731,0.915731,0.838563,18.078667,21.937565,19.742341,154.796620,7.662381,0.149149,838.562657,4.700000,0.728633,3.885182,19.821339,13.650611,1.000000,4.573471,0.824331,0.460465,0.683735,117.674741,22.495030,3987.263912,668.474107,4.700000,0.861778,0.365000,0.066300,-0.695109,-0.695109,0.000000,WARNING
warning_01633,195641883,4.517243,1.076354,0.031931,1.753027,0.059767,0.017104,100.000000,10.000000,0.000000,0.420463,0.420463,0.176789,10.326176,11.716018,24.559060,367.769635,15.206857,0.211211,176.789128,4.600000,0.245550,0.887509,20.768768,13.592484,1.000000,1.721748,0.345006,0.236176,0.251496,44.461220,8.206970,1523.639540,239.830609,4.600000,0.304985,0.137500,0.028837,-0.432726,-0.458928,0.010000,WARNING
warning_01634,1890602297,4.301667,1.867685,0.046757,1.719907,0.080723,0.022420,100.000000,10.000000,-0.000000,0.481764,0.481764,0.232097,9.789849,11.953208,20.320821,173.932731,8.397489,0.137137,232.096978,4.300000,0.359296,0.900100,19.719983,13.704540,1.000000,2.791023,0.518015,0.350720,0.381228,69.854881,12.555223,2313.360522,350.239307,4.300000,0.496791,0.237500,0.043348,-0.672559,-0.672559,0.000000,WARNING
warning_01635,891305610,4.543004,1.302174,0.025011,2.686874,0.082131,0.023564,100.000000,10.000000,0.000000,0.736345,0.736345,0.542204,16.239266,18.941006,22.053887,239.715127,10.958858,0.113113,542.203757,4.600000,0.451529,0.583825,18.965142,13.744098,1.000000,3.209804,0.636543,0.404487,0.491505,88.421913,16.847589,2821.827747,489.476030,4.600000,0.540212,0.255000,0.052075,-0.635810,-0.635810,0.000000,WARNING
warning_01636,1151481618,4.087332,2.106855,0.028202,3.076688,0.097196,0.020575,100.000000,10.000000,-0.000000,0.937744,0.937744,0.879364,15.838672,19.747414,16.890188,84.193167,4.690368,0.124124,879.363731,4.100000,0.848477,4.388382,18.839599,13.746741,1.000000,6.117103,1.201311,0.681110,0.989565,145.332552,29.534131,4340.227094,773.380260,4.000000,1.345026,0.487500,0.096694,-0.782876,-0.782876,0.000000,WARNING
warning_01637,355204256,4.316951,1.036998,0.045026,1.702569,0.096286,0.023749,100.000000,10.000000,0.000000,0.380127,0.380127,0.144496,9.626266,10.901804,25.323838,416.090864,16.705029,0.197197,144.496266,4.400000,0.140389,0.229893,20.481296,13.701709,10.000000,1.747293,0.316571,0.211571,0.235490,42.822515,7.252814,1395.656409,205.799061,4.400000,0.188173,0.147500,0.028150,-0.416462,-0.444949,0.010000,WARNING
warning_01638,1335288215,4.553299,1.865055,0.045156,3.680887,0.045704,0.024353,100.000000,10.000000,-0.000000,1.045007,1.045007,1.092040,20.746657,25.879837,19.853123,159.881874,7.648798,0.144144,1092.040196,4.600000,0.592138,2.502017,19.351287,13.651582,1.000000,6.328051,0.998972,0.487286,0.872065,164.525333,26.717442,5599.552001,783.619585,4.500000,0.746636,0.507500,0.079738,-0.682645,-0.688854,0.010000,WARNING
